"rt","serialno","division","sporder","puma","region","st","adjinc","pwgtp","agep","cit","citwp","cow","ddrs","dear","deye","dout","dphy","drat","dratx","drem","eng","fer","gcl","gcm","gcr","hins1","hins2","hins3","hins4","hins5","hins6","hins7","intp","jwmnp","jwrip","jwtr","lanx","mar","marhd","marhm","marht","marhw","marhyp","mig","mil","mlpa","mlpb","mlpcd","mlpe","mlpfg","mlph","mlpi","mlpj","mlpk","nwab","nwav","nwla","nwlk","nwre","oip","pap","relp","retp","sch","schg","schl","semp","sex","ssip","ssp","wagp","wkhp","wkl","wkw","wrk","yoep","anc","anc1p","anc2p","decade","dis","drivesp","esp","esr","fod1p","fod2p","hicov","hisp","indp","jwap","jwdp","lanp","migpuma","migsp","msp","naicsp","nativity","nop","oc","occp","paoc","pernp","pincp","pobp","povpip","powpuma","powsp","privcov","pubcov","qtrbir","rac1p","rac2p","rac3p","racaian","racasn","racblk","racnh","racnum","racpi","racsor","racwht","rc","sciengp","sciengrlp","sfn","sfr","socp","vps","waob","fagep","fancp","fcitp","fcitwp","fcowp","fddrsp","fdearp","fdeyep","fdisp","fdoutp","fdphyp","fdratp","fdratxp","fdremp","fengp","fesrp","fferp","ffodp","fgclp","fgcmp","fgcrp","fhicovp","fhins1p","fhins2p","fhins3c","fhins3p","fhins4c","fhins4p","fhins5c","fhins5p","fhins6p","fhins7p","fhisp","findp","fintp","fjwdp","fjwmnp","fjwrip","fjwtrp","flanp","flanxp","fmarp","fmarhdp","fmarhmp","fmarhtp","fmarhwp","fmarhyp","fmigp","fmigsp","fmilpp","fmilsp","foccp","foip","fpap","fpernp","fpincp","fpobp","fpowsp","fprivcovp","fpubcovp","fracp","frelp","fretp","fschgp","fschlp","fschp","fsemp","fsexp","fssip","fssp","fwagp","fwkhp","fwklp","fwkwp","fwrkp","fyoep","pwgtp1","pwgtp2","pwgtp3","pwgtp4","pwgtp5","pwgtp6","pwgtp7","pwgtp8","pwgtp9","pwgtp10","pwgtp11","pwgtp12","pwgtp13","pwgtp14","pwgtp15","pwgtp16","pwgtp17","pwgtp18","pwgtp19","pwgtp20","pwgtp21","pwgtp22","pwgtp23","pwgtp24","pwgtp25","pwgtp26","pwgtp27","pwgtp28","pwgtp29","pwgtp30","pwgtp31","pwgtp32","pwgtp33","pwgtp34","pwgtp35","pwgtp36","pwgtp37","pwgtp38","pwgtp39","pwgtp40","pwgtp41","pwgtp42","pwgtp43","pwgtp44","pwgtp45","pwgtp46","pwgtp47","pwgtp48","pwgtp49","pwgtp50","pwgtp51","pwgtp52","pwgtp53","pwgtp54","pwgtp55","pwgtp56","pwgtp57","pwgtp58","pwgtp59","pwgtp60","pwgtp61","pwgtp62","pwgtp63","pwgtp64","pwgtp65","pwgtp66","pwgtp67","pwgtp68","pwgtp69","pwgtp70","pwgtp71","pwgtp72","pwgtp73","pwgtp74","pwgtp75","pwgtp76","pwgtp77","pwgtp78","pwgtp79","pwgtp80"
"P","2014001304108","9","02","11604","4","53","1045195",14,22,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,20,,"09","2","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"12",0,"3","15","21",0,"2",0,0,13000,25,"1","1","1",,"3","996","999",,"2",,,"1","3601",,"1","01","7460","128","082",,"11800","053","6","5417    ","1",,"0","1610","4",13000,13000,"006",106,"11600","053","1","2","1","1","01","001","0","0","0","0","1","0","0","1","0","1","2",,,"191020",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13,30,17,5,24,23,4,17,15,5,13,4,15,13,14,28,14,25,14,3,14,24,15,4,22,22,4,12,13,3,13,4,14,15,19,28,16,23,13,3,16,28,15,5,26,26,4,13,13,3,16,4,13,15,17,28,17,24,12,4,13,27,18,5,24,22,4,18,18,4,13,5,11,12,12,25,15,23,15,5
"P","2014001306108","9","04","11605","4","53","1045195",50,23,5,,"1","2","2","2","2","2",,,"2","2",,,,,"2","2","2","2","2","2","2",0,20,1,"01","1","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"10",0,"1",,"16",0,"1",0,0,15000,40,"1","1","1",2014,"1","210","999","8","2","1",,"1",,,"2","02","8680","098","055","1200","11600","053","6","722Z    ","2",,"0","4020",,15000,15000,"303",273,"11600","053","2","2","3","8","67","015","0","0","0","0","1","0","1","0","0",,,,,"352010",,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1",22,55,71,39,43,68,45,16,17,14,52,55,50,44,61,79,72,82,51,18,17,52,63,52,49,81,49,17,17,18,47,59,42,48,65,84,67,72,48,75,83,45,16,55,40,15,45,75,69,67,45,63,39,34,57,18,14,14,50,106,88,64,11,47,41,16,63,96,91,76,43,78,58,55,52,16,15,18,51,14
"P","2014001317496","9","03","11610","4","53","1045195",22,22,4,2001,,"2","2","2","2","2",,,"2",,"2",,,,"1","1","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"03",0,"1",,"17",0,"2",0,0,0,,"3",,"2",1991,"1","785","999","6","2",,,"6",,,"1","01",,,,,,,"6",,"2",,"0",,"4",0,0,"233",501,,,"1","2","1","6","57","009","0","1","0","0","1","0","0","0","0",,,,,,,"4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,24,23,16,40,34,33,21,5,19,34,17,26,34,23,8,6,7,24,5,17,23,21,20,39,35,39,18,7,16,28,25,24,48,21,8,6,6,21,5,24,22,23,24,39,36,39,31,6,22,35,23,17,39,23,6,6,5,20,6,18,18,24,17,41,34,38,20,5,17,30,26,23,35,22,7,7,8,25,8
"P","2014001318378","9","03","11605","4","53","1045195",12,23,1,,"2","2","2","2","2","2",,,"2",,"2",,,,"2","2","2","2","2","2","2",0,45,1,"01","2","5",,,,,,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"12",0,"1",,"21",0,"2",0,0,40000,40,"1","1","1",,"4","999","999",,"2","1",,"1","3301",,"2","01","8570","079","031",,"40100","055","6","712     ","1",,"0","2830","4",40000,40000,"026",330,"11600","053","2","2","3","1","01","001","0","0","0","0","1","0","0","1","0","2","2",,,"273041",,"1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1",,"1",,"1",,"1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",11,4,12,13,19,24,4,3,19,14,3,19,19,12,12,4,12,11,13,15,10,21,12,15,4,3,20,25,3,13,22,3,4,14,13,27,10,12,14,9,14,21,11,13,3,4,22,18,3,13,25,4,5,16,15,17,11,12,13,15,14,3,12,12,17,20,4,3,23,10,4,19,22,11,14,4,11,14,14,11
"P","2014001319503","9","03","11614","4","53","1045195",19,19,1,,"1","2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","1",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"2","15","16",0,"1",0,0,1500,20,"1","6",,,"4","999","999",,"2",,,"6",,,"1","01","5380",,,,,,"6","45211   ","1",,"0","9620",,1500,1500,"053",281,,,"1","2","4","9","68","017","1","0","0","0","2","0","0","1","0",,,,,"537062",,"1","0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","1","1","1",,"1",,"1",,"1","1","1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0","0",13,33,22,21,8,7,23,25,8,34,23,12,18,25,25,32,7,25,16,24,8,16,20,9,22,16,9,23,30,18,6,33,25,26,20,6,27,16,22,42,17,4,9,19,37,40,24,6,29,5,28,15,34,14,12,15,29,9,19,18,47,18,10,39,19,16,40,25,25,16,27,7,5,6,7,35,31,18,7,6
"P","2014001320478","9","02","11614","4","53","1045195",41,18,1,,"1","2","2","2","2","2",,,"2","1","1",,,,"1","2","2","2","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"2","1","2","1","3",0,0,"02",0,"1",,"12",0,"2",0,0,1000,40,"1","6","2",,"1","210","999",,"2",,,"3",,,"1","02","4980",,,"1200",,,"6","4452    ","1",,"0","4760","4",1000,1000,"053",237,,,"1","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"412031",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",44,71,62,53,18,16,39,74,15,48,51,57,32,39,44,40,15,57,37,50,42,37,33,64,38,35,70,39,42,37,62,15,12,14,15,60,50,42,12,40,81,46,38,73,40,49,46,33,48,36,88,12,10,15,10,76,47,33,13,16,34,68,68,38,12,15,44,49,12,79,35,43,41,53,43,38,15,73,42,10
"P","2014001320478","9","05","11614","4","53","1045195",82,19,1,,"1","2","2","2","2","2",,,"2","1",,,,,"1","2","2","2","2","2","2",0,45,2,"01","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"05",0,"1",,"16",0,"1",0,0,40000,70,"1","1","1",,"1","210","999",,"2","2",,"1",,,"1","02","0470","055","013","1200",,,"6","2123    ","1",,"0","8030",,40000,40000,"053",237,"11500","053","1","2","4","1","01","001","0","0","0","0","1","0","0","1","0",,,,,"514041",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",75,129,127,108,40,26,82,152,24,114,90,124,61,70,93,53,29,110,72,86,114,74,69,132,79,67,116,101,72,91,126,22,52,33,22,152,94,106,30,79,117,106,74,124,122,80,119,82,111,105,117,21,28,32,24,137,108,83,24,22,142,130,124,72,23,34,75,101,25,129,68,76,92,100,122,68,19,102,91,23
"P","2014001321627","9","03","11612","4","53","1045195",21,20,1,,,"2","2","2","1","2",,,"1",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","15","19",0,"1",0,0,0,,"3",,"2",,"1","940","999",,"1",,,"6",,,"1","01",,,,,,,"6",,"1",,"0",,,0,0,"053",501,,,"1","2","3","1","01","001","0","0","0","0","1","0","0","1","0",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0",24,23,6,40,21,45,36,22,35,5,21,23,22,7,23,35,17,7,6,21,19,19,37,6,21,7,6,24,7,29,20,23,18,34,22,7,21,36,42,21,17,24,6,37,24,31,35,19,38,7,22,20,22,5,19,40,24,6,6,17,21,22,47,9,23,7,7,17,7,45,18,21,22,39,20,6,22,34,38,27
"P","2014001321089","9","04","11613","4","53","1045195",16,23,4,2000,"1","2","2","2","2","2",,,"2","1",,,,,"1","2","2","2","2","2","2",0,,,,"1","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","15","21",0,"1",0,0,0,,"2",,"2",1995,"1","615","999","6","2",,,"6","6100","2105","1","01","6890",,,"1420",,,"6","522M    ","2",,"0","0120",,0,0,"210",219,,,"1","2","3","6","38","004","0","1","0","0","1","0","0","0","0","1","1",,,"113031",,"4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",24,4,4,18,5,18,17,30,18,26,18,27,19,19,4,16,19,5,24,26,16,20,14,29,14,6,24,15,27,15,5,13,5,26,14,5,6,15,17,17,6,31,23,17,26,14,12,4,14,7,17,4,15,19,27,20,15,27,5,3,14,18,14,4,20,23,4,15,6,23,25,17,30,6,13,29,24,16,16,14
"P","2014001321627","9","04","11612","4","53","1045195",25,17,1,,,"2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","13","13",0,"1",0,0,0,,"3",,"2",,"1","940","999",,"2",,"1","6",,,"1","01",,,,,,,"6",,"1","1","1",,,0,0,"053",501,,,"1","2","4","1","01","001","0","0","0","0","1","0","0","1","1",,,,,,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23,26,7,43,28,42,41,26,41,7,22,22,25,7,26,48,24,7,7,23,27,27,44,7,26,7,6,27,8,44,21,26,22,35,22,7,29,48,42,24,24,24,8,52,23,37,37,27,51,7,17,25,25,8,27,42,27,8,8,26,26,27,36,7,24,7,8,28,5,37,26,24,26,44,26,5,24,46,40,24
"P","2014001322946","9","01","11604","4","53","1045195",20,23,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"1","2","2","2","2","2","2",0,45,,"02","2","1","2","1","1","2",2014,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"2","15","21",0,"2",0,0,23500,40,"1","1","1",,"2","050","097",,"2",,,"1","1401",,"1","01","4980","120","072",,,,"1","4452    ","1",,"0","0050","4",23500,23500,"053",155,"11600","053","1","2","3","1","01","001","0","0","0","0","1","0","0","1","0","2","1",,,"112020",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21,24,7,39,32,32,33,7,19,24,30,6,21,20,6,23,19,6,21,15,19,19,6,36,32,34,31,5,20,18,32,7,20,21,8,21,21,6,18,18,24,24,6,38,38,34,30,5,19,17,36,7,21,20,7,22,23,6,16,21,18,22,7,43,33,31,34,7,23,18,30,7,16,18,5,22,20,5,23,22
"P","2014001323875","9","02","11613","4","53","1045195",14,18,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"2","1","2","2","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","15","20",0,"2",0,0,200,10,"1","6","2",,"2","210","089",,"2",,,"6",,,"1","02","8470",,,,,,"6","6244    ","1",,"0","4600","4",200,200,"053",32,,,"1","2","4","9","68","029","0","0","0","0","2","0","1","1","0",,,,,"399011",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",12,12,13,20,29,23,11,14,30,3,23,15,3,4,3,15,25,4,16,13,12,10,11,4,3,16,13,8,4,18,4,14,17,26,24,12,4,22,15,11,14,13,11,3,5,15,9,11,4,21,3,12,15,23,33,14,6,23,21,19,15,10,13,22,17,16,19,16,20,3,19,11,4,4,5,9,30,4,16,10
"P","2014001325842","9","04","11611","4","53","1045195",46,23,4,2014,"1","2","2","2","2","2",,,"2","1",,,,,"1","2","2","2","2","2","2",0,,,,"1","1","2","1","1","2",2014,"1","4",,,,,,,,,,"1","5","2","3","3",0,0,"02",0,"1",,"16",0,"1",0,0,40000,40,"1","1","1",2001,"1","177","999","7","2",,,"2",,,"1","01","8660",,,"1276",,,"1","7211    ","2",,"0","0340",,40000,40000,"150",441,,,"1","2","1","1","01","001","0","0","0","0","1","0","0","1","0",,,"1","1","119081",,"5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44,37,56,16,15,51,40,54,17,75,13,56,62,71,90,45,15,74,44,12,13,78,56,37,49,12,14,80,48,58,59,78,47,45,55,13,59,53,70,48,38,50,49,65,59,45,37,61,90,17,65,62,14,12,17,58,76,15,39,58,83,15,13,50,47,85,79,14,41,48,39,13,56,53,52,85,44,47,15,47
"P","2014001326337","9","03","11613","4","53","1045195",17,18,1,,,"2","2","2","2","2",,,"2",,,,,,"1","2","2","2","2","2","1",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","5","2","2","3",0,0,"02",0,"2","14","14",0,"1",0,0,0,,"3",,"2",,"1","917","999",,"2",,,"6",,,"1","01",,,,,,,"6",,"1",,"0",,,0,0,"053",121,,,"1","2","4","5","35","003","1","0","0","0","1","0","0","0","0",,,"1","3",,,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,29,9,5,22,4,5,24,25,26,12,14,16,17,43,23,23,12,7,25,32,13,30,9,18,7,6,35,39,16,20,15,23,4,20,19,13,22,5,26,30,15,33,5,20,4,4,29,29,15,22,24,35,5,20,11,13,32,6,30,18,20,11,6,16,6,5,32,19,19,20,14,16,9,53,34,26,14,5,26
"P","2014001327292","9","03","11614","4","53","1045195",3,23,1,,"1","2","2","2","1","1",,,"2",,"1",,,,"2","2","2","1","2","2","2",0,,,,"2","1","2","2","1","2",2012,"3","4",,,,,,,,,,"2","5","2","2","3",1100,4800,"02",0,"1",,"17",0,"2",0,0,0,,"2",,"2",,"1","022","999",,"1",,,"6",,,"1","01","5190",,,,"11600","053","1","4483    ","1",,"0","4720","1",0,5900,"053",324,,,"2","1","3","1","01","001","0","0","0","0","1","0","0","1","0",,,"1","2","412010",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,3,1,3,3,4,4,2,4,4,6,8,0,1,7,3,2,6,6,5,4,4,1,3,5,4,3,1,4,3,6,6,1,1,7,4,1,6,7,4,3,3,7,4,4,3,4,6,3,4,0,1,8,6,2,4,7,1,1,4,3,4,7,4,5,4,3,6,5,4,1,1,6,6,1,4,7,1,1,4
"P","2014001333489","9","01","11612","4","53","1045195",36,22,1,,"1","2","2","2","2","2",,,"2","1",,,,,"2","2","2","2","2","2","2",0,90,1,"01","1","1","2","2","1","2",2012,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"00",0,"1",,"16",0,"1",0,0,19200,40,"1","1","1",,"1","210","999",,"2","1",,"1",,,"2","02","3080","060","011","1200","10800","053","1","3331M   ","1",,"0","9620",,19200,19200,"053",212,"11600","053","2","2","1","8","67","015","0","0","0","0","1","0","1","0","0",,,,,"537062",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10,40,33,48,55,38,38,8,43,16,13,30,38,66,42,13,37,32,45,14,68,34,35,33,11,39,30,47,9,69,69,29,36,14,14,67,35,33,33,70,11,34,36,23,62,34,50,15,54,9,14,29,24,38,67,11,40,32,39,15,59,37,34,43,12,38,42,69,11,47,54,39,38,11,9,67,48,35,36,48
"P","2014001327292","9","06","11614","4","53","1045195",4,21,1,,"1","2","2","2","2","2",,,"2",,,,,,"2","2","2","1","2","2","2",0,,,,"2","1","2","2","1","2",2012,"3","4",,,,,,,,,,"2","1","2","1","3",0,0,"09",0,"1",,"01",0,"1",0,0,2000,15,"1","6","2",,"1","051","999",,"2",,,"3",,,"1","01","7580",,,,"11600","053","1","5613    ","1",,"0","9620",,2000,2000,"020",324,,,"2","1","3","1","01","001","0","0","0","0","1","0","0","1","0",,,"1","2","537062",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,4,2,4,4,4,4,1,3,4,7,6,0,1,6,3,1,6,5,4,4,3,1,3,4,4,5,1,3,3,6,7,1,1,7,5,1,6,7,4,3,3,6,4,5,4,4,7,3,5,1,1,7,6,0,3,7,1,1,3,3,3,6,5,4,4,3,5,4,4,1,2,6,6,1,4,6,1,1,4
"P","2014001333489","9","02","11612","4","53","1045195",17,19,1,,"1","2","2","2","2","2",,,"2","1","2",,,,"2","2","2","2","2","2","2",0,45,,"02","1","1","2","2","1","2",2012,"3","4",,,,,,,,,,"3","5","3","3","3",0,0,"01",0,"1",,"16",0,"2",0,0,14000,30,"1","3","1",,"1","210","999",,"2",,,"1",,,"2","02","7980","085","037","1200","10800","053","1","6212    ","1",,"0","5400","4",14000,14000,"006",212,"11600","053","2","2","3","8","67","015","0","0","0","0","1","0","1","0","0",,,,,"434171",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7,19,12,23,39,22,15,6,20,5,5,18,12,24,28,5,17,17,20,6,27,13,11,14,4,20,24,15,8,30,19,14,18,7,5,43,17,19,14,28,4,11,18,19,27,18,22,5,42,5,4,10,16,26,28,5,17,14,19,8,27,19,12,23,5,23,19,21,4,18,44,19,25,7,6,23,23,18,12,45
"P","2014001334285","9","03","11604","4","53","1045195",15,21,1,,"1","2","2","2","2","2",,,"2","3","2",,,,"2","1","2","2","2","2","2",0,45,1,"01","1","5",,,,,,"1","4",,,,,,,,,,"3","5","3","3","3",0,0,"02",0,"1",,"20",0,"2",0,0,18000,40,"1","3","1",,"1","720","999",,"2","1",,"1",,,"1","01","7980","091","043","2920",,,"6","6212    ","1",,"0","3640","4",18000,18000,"006",224,"11600","053","1","2","4","6","45","006","0","1","0","0","1","0","0","0","0",,,,,"319091",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,16,6,4,5,5,14,14,4,4,14,4,5,11,12,12,18,4,15,28,14,22,13,16,20,16,23,26,14,13,25,21,15,21,22,26,27,12,23,15,5,13,4,3,4,4,14,16,5,4,16,5,5,18,17,15,13,4,15,22,15,25,15,13,11,14,24,24,14,16,23,15,19,25,29,30,20,15,27,15
"P","2014001339130","9","02","11605","4","53","1045195",16,23,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"2","2","2","1","2","2","2",0,,,,"2","5",,,,,,"1","4",,,,,,,,,,"2","3","2","2","2",0,0,"02",0,"1",,"20",0,"2",0,0,0,,"2",,"2",,"1","902","999",,"2",,,"6",,,"1","01","9290",,,,,,"6","814     ","1",,"0","4600","4",0,0,"053",31,,,"2","1","3","2","02","002","0","0","1","0","1","0","0","0","0",,,,,"399011",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28,21,12,16,25,20,4,13,28,31,23,17,29,6,17,9,4,25,6,19,5,13,21,19,4,17,35,14,5,4,16,13,5,25,19,31,22,20,31,16,4,22,15,19,7,24,30,18,3,6,19,18,4,36,17,34,25,15,31,25,24,20,17,14,24,15,6,12,25,33,14,19,22,4,21,6,6,18,4,18
"P","2014001349122","9","03","11610","4","53","1045195",29,21,1,,"1","2","2","2","2","2",,,"2",,"2",,,,"2","2","2","2","2","2","2",0,,,,"2","5",,,,,,"3","4",,,,,,,,,,"2","1","2","1","2",0,0,"02",0,"1",,"16",0,"2",0,0,300,4,"1","6","2",,"2","924","811",,"2",,,"3",,,"2","01","8680",,,,"00300","015","6","722Z    ","1",,"0","4110","4",300,300,"008",90,,,"2","2","3","9","68","025","0","0","0","1","2","0","0","1","0",,,,,"353031",,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",29,34,22,28,41,22,9,32,35,47,22,17,32,11,44,11,8,27,8,46,41,26,40,37,40,27,12,40,59,49,24,39,39,13,36,11,15,26,11,22,10,25,32,26,10,26,34,35,12,7,30,29,13,22,22,47,45,28,38,31,11,31,46,41,9,60,67,24,6,9,28,28,12,37,27,76,49,43,44,27
